claim_id,page_id,texto_publicado,valor,unidad,tipo_de_medida,poblacion,territorio,periodo_de_datos,periodo_de_recogida,fecha_publicacion,metodo,fuente,fuente_primaria,url_doi,intervalo_incertidumbre,coincidencia_fuente_web,limitacion,comparability,atomicidad,derivado,formula_op,numerador,denominador,formula,redondeo,tolerancia,decision,correccion_propuesta,fecha_consulta
dislexia-del-desarrollo-c03,dislexia-del-desarrollo,4.66 % en niñas.,4.66,porcentaje,prevalencia agrupada,niñas,Internacional,estudios hasta junio 2021,NO_ESPECIFICADO_SEPARADAMENTE,2022,subgrupo de metaanálisis,Yang et al.,SI,https://pubmed.ncbi.nlm.nih.gov/35204003/,IC95% 3.84–5.54,SI,Subgrupos; sistemas de escritura no mostraron diferencia estadísticamente significativa.,LIMITADA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
dislexia-del-desarrollo-c04,dislexia-del-desarrollo,7.26 % en escrituras alfabéticas.,7.26,porcentaje,prevalencia agrupada,escrituras alfabéticas,Internacional,estudios hasta junio 2021,NO_ESPECIFICADO_SEPARADAMENTE,2022,subgrupo de metaanálisis,Yang et al.,SI,https://pubmed.ncbi.nlm.nih.gov/35204003/,IC95% 5.94–8.71,SI,Subgrupos; sistemas de escritura no mostraron diferencia estadísticamente significativa.,LIMITADA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
dislexia-del-desarrollo-c05,dislexia-del-desarrollo,6.97 % en escrituras logográficas.,6.97,porcentaje,prevalencia agrupada,escrituras logográficas,Internacional,estudios hasta junio 2021,NO_ESPECIFICADO_SEPARADAMENTE,2022,subgrupo de metaanálisis,Yang et al.,SI,https://pubmed.ncbi.nlm.nih.gov/35204003/,IC95% 5.86–8.16,SI,Subgrupos; sistemas de escritura no mostraron diferencia estadísticamente significativa.,LIMITADA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
edad-de-diagnostico-c01,edad-de-diagnostico,"53,7 % había sido diagnosticado antes de los 5 años.",53.7,porcentaje,diagnóstico declarado / edad de diagnóstico,niños y jóvenes con ASD,Canadá,2019,NO_ESPECIFICADO_SEPARADAMENTE,2022-03-09,CHSCY 2019,PHAC,SI,https://www.canada.ca/en/public-health/services/publications/diseases-conditions/autism-spectrum-disorder-canadian-health-survey-children-youth-2019.html,IC95% 48.5–58.9,SI,Describe solo el grupo con diagnóstico ASD de la encuesta.,NO_APLICA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
edad-del-diagnostico-de-autismo-documentado-c01,edad-del-diagnostico-de-autismo-documentado,Mediana del diagnóstico más temprano conocido: 47 meses.,47,meses,mediana,niños de 8 años con diagnóstico documentado,Estados Unidos / ADDM,2022,NO_ESPECIFICADO_SEPARADAMENTE,2025,vigilancia ADDM,CDC MMWR,SI,https://www.cdc.gov/mmwr/volumes/74/ss/ss7402a1.htm,NO_APLICA,SI,Solo quienes tenían declaración diagnóstica disponible.,NO_APLICA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
edad-del-diagnostico-de-autismo-documentado-c02,edad-del-diagnostico-de-autismo-documentado,California: mediana 36 meses.,36,meses,mediana,"niños con ASD y diagnóstico documentado, sitio California",Estados Unidos,2022,NO_ESPECIFICADO_SEPARADAMENTE,2025,ADDM,CDC MMWR,SI,https://www.cdc.gov/mmwr/volumes/74/ss/ss7402a1.htm,NO_APLICA,SI,Valor de sitio.,DIRECTA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
edad-del-diagnostico-de-autismo-documentado-c03,edad-del-diagnostico-de-autismo-documentado,"Laredo, Texas: mediana 69,5 meses.",69.5,meses,mediana,"niños con ASD y diagnóstico documentado, sitio Laredo",Estados Unidos,2022,NO_ESPECIFICADO_SEPARADAMENTE,2025,ADDM,CDC MMWR,SI,https://www.cdc.gov/mmwr/volumes/74/ss/ss7402a1.htm,NO_APLICA,SI,Valor de sitio.,DIRECTA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
edad-del-diagnostico-de-autismo-documentado-c04,edad-del-diagnostico-de-autismo-documentado,"50,3 % había sido evaluado antes o a los 36 meses.",50.3,porcentaje,porcentaje,niños de 8 años con ASD y evaluaciones disponibles,Estados Unidos / ADDM,2022,NO_ESPECIFICADO_SEPARADAMENTE,2025,ADDM,CDC MMWR,SI,https://www.cdc.gov/mmwr/volumes/74/ss/ss7402a1.htm,NO_APLICA,SI,Denominador distinto del de mediana de diagnóstico.,NO_APLICA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
educacion-superior-y-discapacidad-c01,educacion-superior-y-discapacidad,30.0 % con nivel educativo alto.,30.0,porcentaje,encuesta / logro educativo,personas 25–34 con discapacidad,Unión Europea,2024,NO_ESPECIFICADO_SEPARADAMENTE,2025-11-13,EU-LFS,Eurostat,SI,https://ec.europa.eu/eurostat/statistics-explained/SEPDF/cache/140942.pdf,NO_APLICA,SI,Discapacidad aproximada mediante limitación de actividad.,DIRECTA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
educacion-superior-y-discapacidad-c02,educacion-superior-y-discapacidad,45.9 % con nivel educativo alto.,45.9,porcentaje,encuesta / logro educativo,personas 25–34 sin discapacidad,Unión Europea,2024,NO_ESPECIFICADO_SEPARADAMENTE,2025-11-13,EU-LFS,Eurostat,SI,https://ec.europa.eu/eurostat/statistics-explained/SEPDF/cache/140942.pdf,NO_APLICA,SI,Discapacidad aproximada mediante limitación de actividad.,DIRECTA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
educacion-y-autismo-c01,educacion-y-autismo,"45,1 % de personas autistas de 15+ en hogares había completado Year 12.",45.1,porcentaje,encuesta,personas autistas de 15+ en hogares,Australia,2022,NO_ESPECIFICADO_SEPARADAMENTE,2024-10-11,SDAC 2022,ABS,SI,https://www.abs.gov.au/articles/autism-australia-2022/autism-australia-2022-key-findings-plain-language,NO_APLICA,SI,Población restringida a hogares.,NO_APLICA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
educacion-y-autismo-c02,educacion-y-autismo,"5,2 % tenía grado universitario o superior.",5.2,porcentaje,encuesta,personas autistas de 15+ en hogares,Australia,2022,NO_ESPECIFICADO_SEPARADAMENTE,2024-10-11,SDAC 2022,ABS,SI,https://www.abs.gov.au/articles/autism-australia-2022/autism-australia-2022-key-findings-plain-language,NO_APLICA,SI,Población restringida a hogares.,NO_APLICA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
educacion-y-autismo-c03,educacion-y-autismo,"97,3 % de 5–20 años escolarizados necesitaba algún apoyo para asistir o estudiar.",97.3,porcentaje,encuesta,personas autistas 5–20 escolarizadas,Australia,2022,NO_ESPECIFICADO_SEPARADAMENTE,2024-10-11,SDAC 2022,ABS,SI,https://www.abs.gov.au/articles/autism-australia-2022/autism-australia-2022-key-findings-plain-language,NO_APLICA,SI,Denominador distinto de los indicadores de logro educativo.,NO_APLICA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
educacion-y-discapacidad-infantil-c01,educacion-y-discapacidad-infantil,49 % más probabilidad de no haber asistido nunca a la escuela.,49,diferencia relativa (%),diferencia,niños con discapacidad frente a niños sin discapacidad,Internacional / 42 países,análisis UNICEF publicado 2021,NO_ESPECIFICADO_SEPARADAMENTE,2021-11-10,análisis multicountry UNICEF,UNICEF,SI,https://www.unicef.org/press-releases/nearly-240-million-children-disabilities-around-world-unicefs-most-comprehensive,NO_APLICA,SI,Diferencias relativas agregadas; no tasas absolutas.,LIMITADA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
educacion-y-discapacidad-infantil-c02,educacion-y-discapacidad-infantil,47 % más probabilidad de estar fuera de Primaria.,47,diferencia relativa (%),diferencia,niños con discapacidad frente a niños sin discapacidad,Internacional / 42 países,análisis UNICEF publicado 2021,NO_ESPECIFICADO_SEPARADAMENTE,2021-11-10,análisis multicountry UNICEF,UNICEF,SI,https://www.unicef.org/press-releases/nearly-240-million-children-disabilities-around-world-unicefs-most-comprehensive,NO_APLICA,SI,Diferencias relativas agregadas; no tasas absolutas.,LIMITADA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
educacion-y-discapacidad-infantil-c03,educacion-y-discapacidad-infantil,33 % más probabilidad de estar fuera del primer ciclo de Secundaria.,33,diferencia relativa (%),diferencia,niños con discapacidad frente a niños sin discapacidad,Internacional / 42 países,análisis UNICEF publicado 2021,NO_ESPECIFICADO_SEPARADAMENTE,2021-11-10,análisis multicountry UNICEF,UNICEF,SI,https://www.unicef.org/press-releases/nearly-240-million-children-disabilities-around-world-unicefs-most-comprehensive,NO_APLICA,SI,Diferencias relativas agregadas; no tasas absolutas.,LIMITADA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
educacion-y-discapacidad-infantil-c04,educacion-y-discapacidad-infantil,27 % más probabilidad de estar fuera del segundo ciclo de Secundaria.,27,diferencia relativa (%),diferencia,niños con discapacidad frente a niños sin discapacidad,Internacional / 42 países,análisis UNICEF publicado 2021,NO_ESPECIFICADO_SEPARADAMENTE,2021-11-10,análisis multicountry UNICEF,UNICEF,SI,https://www.unicef.org/press-releases/nearly-240-million-children-disabilities-around-world-unicefs-most-comprehensive,NO_APLICA,SI,Diferencias relativas agregadas; no tasas absolutas.,LIMITADA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
educacion-y-discapacidad-infantil-c05,educacion-y-discapacidad-infantil,42 % menos probabilidad de alcanzar competencias fundamentales de lectura y aritmética.,42,diferencia relativa (%),diferencia,niños con discapacidad frente a niños sin discapacidad,Internacional / 42 países,análisis UNICEF publicado 2021,NO_ESPECIFICADO_SEPARADAMENTE,2021-11-10,análisis multicountry UNICEF,UNICEF,SI,https://www.unicef.org/press-releases/nearly-240-million-children-disabilities-around-world-unicefs-most-comprehensive,NO_APLICA,SI,Diferencias relativas agregadas; no tasas absolutas.,LIMITADA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
empleo-y-autismo-c01,empleo-y-autismo,~3/10 estaban empleadas.,~3/10,proporción aproximada,tasa de empleo,personas autistas en edad laboral,Reino Unido,principalmente 2021/22–2022/23,NO_ESPECIFICADO_SEPARADAMENTE,2024-02-28,revisión oficial de estadísticas,Buckland Review,NO,https://www.gov.uk/government/publications/the-buckland-review-of-autism-employment-report-and-recommendations/the-buckland-review-of-autism-employment-report-and-recommendations,NO_APLICA,SI,Fuente secundaria oficial; años subyacentes varían según comparación.,DIRECTA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO_SECUNDARIA_JUSTIFICADA,NO_APLICA,2026-09-21
empleo-y-autismo-c02,empleo-y-autismo,~5/10 estaban empleadas.,~5/10,proporción aproximada,tasa de empleo,personas con discapacidad en conjunto,Reino Unido,principalmente 2021/22–2022/23,NO_ESPECIFICADO_SEPARADAMENTE,2024-02-28,revisión oficial de estadísticas,Buckland Review,NO,https://www.gov.uk/government/publications/the-buckland-review-of-autism-employment-report-and-recommendations/the-buckland-review-of-autism-employment-report-and-recommendations,NO_APLICA,SI,Fuente secundaria oficial; años subyacentes varían según comparación.,DIRECTA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO_SECUNDARIA_JUSTIFICADA,NO_APLICA,2026-09-21
empleo-y-autismo-c03,empleo-y-autismo,~8/10 estaban empleadas.,~8/10,proporción aproximada,tasa de empleo,personas sin discapacidad,Reino Unido,principalmente 2021/22–2022/23,NO_ESPECIFICADO_SEPARADAMENTE,2024-02-28,revisión oficial de estadísticas,Buckland Review,NO,https://www.gov.uk/government/publications/the-buckland-review-of-autism-employment-report-and-recommendations/the-buckland-review-of-autism-employment-report-and-recommendations,NO_APLICA,SI,Fuente secundaria oficial; años subyacentes varían según comparación.,DIRECTA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO_SECUNDARIA_JUSTIFICADA,NO_APLICA,2026-09-21
empleo-y-autismo-australia-c01,empleo-y-autismo-australia,"50,2 % estaba trabajando o buscando trabajo.",50.2,porcentaje,participación laboral,personas autistas 15–64 en hogares,Australia,2022,NO_ESPECIFICADO_SEPARADAMENTE,2024-10-11,SDAC 2022,ABS,SI,https://www.abs.gov.au/articles/autism-australia-2022/autism-australia-2022-key-findings-plain-language,NO_APLICA,SI,Participación laboral no equivale a empleo.,NO_APLICA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
empleo-y-autismo-australia-c02,empleo-y-autismo-australia,"42,2 % tenía empleo.",42.2,porcentaje,tasa de empleo,personas autistas 15–64 en hogares,Australia,2022,NO_ESPECIFICADO_SEPARADAMENTE,2024-10-11,SDAC 2022,ABS,SI,https://www.abs.gov.au/articles/autism-australia-2022/autism-australia-2022-key-findings-plain-language,NO_APLICA,SI,Encuesta de hogares.,NO_APLICA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
empleo-y-autismo-australia-c03,empleo-y-autismo-australia,"En 2018 la tasa de empleo fue 27,3 %.",27.3,porcentaje,tasa de empleo histórica,personas autistas 15–64 en hogares,Australia,2018,NO_ESPECIFICADO_SEPARADAMENTE,2024-10-11,"SDAC, dato comparativo en edición 2022",ABS,SI,https://www.abs.gov.au/articles/autism-australia-2022/autism-australia-2022-key-findings-plain-language,NO_APLICA,SI,Dato histórico de la misma serie.,DIRECTA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,HISTORICO_CONSERVAR,NO_APLICA,2026-09-21
empleo-y-discapacidad-c01,empleo-y-discapacidad,Aproximadamente 1 de cada 3 personas con discapacidad en edad laboral estaba empleada.,~1/3,proporción,tasa de empleo,personas con discapacidad en edad laboral,61 países,múltiples años,NO_ESPECIFICADO_SEPARADAMENTE,2022-06-13,media no ponderada de 61 países,ILOSTAT,SI,https://ilostat.ilo.org/blog/new-ilo-database-highlights-labour-market-challenges-of-persons-with-disabilities/,NO_APLICA,SI,Media no ponderada; no representa una tasa mundial ponderada.,LIMITADA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
empleo-y-discapacidad-c01b,empleo-y-discapacidad,La proporción empleada entre personas con discapacidad era aproximadamente la mitad de la observada entre personas sin discapacidad.,0.5,razón aproximada,razón,personas con discapacidad en edad laboral,61 países,múltiples años,NO_ESPECIFICADO_SEPARADAMENTE,2022-06-13,media no ponderada de 61 países,ILOSTAT,SI,https://ilostat.ilo.org/blog/new-ilo-database-highlights-labour-market-challenges-of-persons-with-disabilities/,NO_APLICA,SI,Media no ponderada; no representa una tasa mundial ponderada.,LIMITADA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
empleo-y-discapacidad-c02,empleo-y-discapacidad,7 de cada 10 personas con discapacidad estaban fuera de la población activa.,7/10,proporción,inactividad laboral,personas con discapacidad,61 países,múltiples años,NO_ESPECIFICADO_SEPARADAMENTE,2022-06-13,media no ponderada de 61 países,ILOSTAT,SI,https://ilostat.ilo.org/blog/new-ilo-database-highlights-labour-market-challenges-of-persons-with-disabilities/,NO_APLICA,SI,Inactividad no equivale a desempleo.,LIMITADA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
empleo-y-discapacidad-c03,empleo-y-discapacidad,4 de cada 10 personas sin discapacidad estaban fuera de la población activa.,4/10,proporción,inactividad laboral,personas sin discapacidad,61 países,múltiples años,NO_ESPECIFICADO_SEPARADAMENTE,2022-06-13,media no ponderada de 61 países,ILOSTAT,SI,https://ilostat.ilo.org/blog/new-ilo-database-highlights-labour-market-challenges-of-persons-with-disabilities/,NO_APLICA,SI,Media no ponderada.,LIMITADA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
formacion-a-lo-largo-de-la-vida-c01,formacion-a-lo-largo-de-la-vida,6.4 % participó en educación/formación en las cuatro semanas previas.,6.4,porcentaje,encuesta / participación en formación,personas 25–64 con discapacidad grave,Unión Europea,2024,NO_ESPECIFICADO_SEPARADAMENTE,2025-11-13,EU-LFS,Eurostat,SI,https://ec.europa.eu/eurostat/statistics-explained/SEPDF/cache/140942.pdf,NO_APLICA,SI,Ventana de cuatro semanas.,DIRECTA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
formacion-a-lo-largo-de-la-vida-c02,formacion-a-lo-largo-de-la-vida,15.4 % participó en educación/formación en las cuatro semanas previas.,15.4,porcentaje,encuesta / participación en formación,personas 25–64 sin discapacidad,Unión Europea,2024,NO_ESPECIFICADO_SEPARADAMENTE,2025-11-13,EU-LFS,Eurostat,SI,https://ec.europa.eu/eurostat/statistics-explained/SEPDF/cache/140942.pdf,NO_APLICA,SI,Ventana de cuatro semanas.,DIRECTA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
graduados-autistas-c01,graduados-autistas,36 % encontró trabajo a tiempo completo 15 meses después.,36,porcentaje,encuesta / resultado laboral,"graduados autistas, 15 meses tras graduarse",Reino Unido,2022,NO_ESPECIFICADO_SEPARADAMENTE,2024-02-28,revisión oficial que cita AGCAS,Buckland Review,NO,https://www.gov.uk/government/publications/the-buckland-review-of-autism-employment-report-and-recommendations/the-buckland-review-of-autism-employment-report-and-recommendations,NO_APLICA,SI,Fuente secundaria oficial; no equivale a empleo total.,DIRECTA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO_SECUNDARIA_JUSTIFICADA,NO_APLICA,2026-09-21
graduados-autistas-c02,graduados-autistas,Eran dos veces más propensos a estar desempleados que graduados sin discapacidad.,2,veces,razón,graduados autistas vs sin discapacidad,Reino Unido,2022,NO_ESPECIFICADO_SEPARADAMENTE,2024-02-28,revisión oficial que cita AGCAS,Buckland Review,NO,https://www.gov.uk/government/publications/the-buckland-review-of-autism-employment-report-and-recommendations/the-buckland-review-of-autism-employment-report-and-recommendations,NO_APLICA,SI,Razón de desempleo a 15 meses; fuente secundaria oficial.,DIRECTA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO_SECUNDARIA_JUSTIFICADA,NO_APLICA,2026-09-21
jovenes-fuera-del-empleo-la-educacion-y-la-formacion-c01,jovenes-fuera-del-empleo-la-educacion-y-la-formacion,"54.7 % estaba fuera del empleo, educación y formación.",54.7,porcentaje,NEET / encuesta,jóvenes 15–29 con discapacidad grave,Unión Europea,2024,NO_ESPECIFICADO_SEPARADAMENTE,2025-11-13,EU-LFS,Eurostat,SI,https://ec.europa.eu/eurostat/statistics-explained/SEPDF/cache/140942.pdf,NO_APLICA,SI,NEET no equivale a desempleo.,DIRECTA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
jovenes-fuera-del-empleo-la-educacion-y-la-formacion-c02,jovenes-fuera-del-empleo-la-educacion-y-la-formacion,"10.0 % estaba fuera del empleo, educación y formación.",10.0,porcentaje,NEET / encuesta,jóvenes 15–29 sin discapacidad,Unión Europea,2024,NO_ESPECIFICADO_SEPARADAMENTE,2025-11-13,EU-LFS,Eurostat,SI,https://ec.europa.eu/eurostat/statistics-explained/SEPDF/cache/140942.pdf,NO_APLICA,SI,NEET no equivale a desempleo.,DIRECTA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
necesidad-de-apoyo-c01,necesidad-de-apoyo,84 % necesitaba apoyo en al menos una actividad cotidiana.,84,porcentaje,encuesta,"personas autistas en hogares, todas las edades",Australia,2022,NO_ESPECIFICADO_SEPARADAMENTE,2024-10-11,SDAC 2022,ABS,SI,https://www.abs.gov.au/articles/autism-australia-2022,NO_APLICA,SI,Definiciones funcionales específicas de SDAC.,NO_APLICA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
necesidad-de-apoyo-c02,necesidad-de-apoyo,73 % tenía discapacidad profunda o grave.,73,porcentaje,encuesta,"personas autistas en hogares, todas las edades",Australia,2022,NO_ESPECIFICADO_SEPARADAMENTE,2024-10-11,SDAC 2022,ABS,SI,https://www.abs.gov.au/articles/autism-australia-2022,NO_APLICA,SI,Definiciones funcionales específicas de SDAC.,NO_APLICA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
necesidad-de-apoyo-c03,necesidad-de-apoyo,"91,4 % cumplía la definición de discapacidad de la encuesta.",91.4,porcentaje,encuesta,"personas autistas en hogares, todas las edades",Australia,2022,NO_ESPECIFICADO_SEPARADAMENTE,2024-10-11,SDAC 2022,ABS,SI,https://www.abs.gov.au/articles/autism-australia-2022,NO_APLICA,SI,Definiciones funcionales específicas de SDAC.,NO_APLICA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
ninos-con-discapacidad-c01,ninos-con-discapacidad,Casi 240 millones de niños viven con alguna discapacidad.,~240,millones de niños,conteo absoluto estimado,niños y adolescentes incluidos en análisis UNICEF,Mundo,encuestas multinacionales compiladas para informe 2021,NO_ESPECIFICADO_SEPARADAMENTE,2021-11-10,análisis internacional de 42 países / modelado UNICEF,UNICEF,SI,https://www.unicef.org/press-releases/nearly-240-million-children-disabilities-around-world-unicefs-most-comprehensive,NO_APLICA,SI,No existe un único año de datos; estimación publicada en 2021.,LIMITADA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
ninos-con-discapacidad-c02,ninos-con-discapacidad,Aproximadamente 1 de cada 10 niños vive con discapacidad.,1/10,proporción,prevalencia estimada,niños y jóvenes,Mundo,encuestas multinacionales compiladas para informe 2021,NO_ESPECIFICADO_SEPARADAMENTE,2021-11-10,análisis UNICEF,UNICEF,SI,https://www.unicef.org/press-releases/nearly-240-million-children-disabilities-around-world-unicefs-most-comprehensive,NO_APLICA,SI,Estimación global basada en datos comparables de 42 países y metodología funcional.,LIMITADA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
participacion-laboral-y-discapacidad-c01,participacion-laboral-y-discapacidad,Algo más del 56 % de personas 20–64 con discapacidad participaba en el mercado laboral.,~56,porcentaje,participación laboral,personas 20–64 con discapacidad,Unión Europea,2024,NO_ESPECIFICADO_SEPARADAMENTE,2025,EU-LFS / ESDE 2025,Comisión Europea,SI,https://ec.europa.eu/employment_social/employment_analysis/esde/2025/Chapter%202.html,NO_APLICA,SI,Participación laboral no es tasa de empleo.,DIRECTA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
participacion-laboral-y-discapacidad-c02,participacion-laboral-y-discapacidad,Aproximadamente 84 % sin discapacidad participaba en el mercado laboral.,~84,porcentaje,participación laboral,personas 20–64 sin discapacidad,Unión Europea,2024,NO_ESPECIFICADO_SEPARADAMENTE,2025,EU-LFS / ESDE 2025,Comisión Europea,SI,https://ec.europa.eu/employment_social/employment_analysis/esde/2025/Chapter%202.html,NO_APLICA,SI,Participación laboral no es tasa de empleo.,DIRECTA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
participacion-laboral-y-discapacidad-c03,participacion-laboral-y-discapacidad,Con discapacidad grave participaba aproximadamente un tercio.,~1/3,proporción,participación laboral,personas 20–64 con discapacidad grave,Unión Europea,2024,NO_ESPECIFICADO_SEPARADAMENTE,2025,EU-LFS / ESDE 2025,Comisión Europea,SI,https://ec.europa.eu/employment_social/employment_analysis/esde/2025/Chapter%202.html,NO_APLICA,SI,Aproximación publicada.,DIRECTA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
participacion-laboral-y-discapacidad-c04,participacion-laboral-y-discapacidad,Con limitación moderada participaban aproximadamente dos tercios.,~2/3,proporción,participación laboral,personas 20–64 con discapacidad moderada,Unión Europea,2024,NO_ESPECIFICADO_SEPARADAMENTE,2025,EU-LFS / ESDE 2025,Comisión Europea,SI,https://ec.europa.eu/employment_social/employment_analysis/esde/2025/Chapter%202.html,NO_APLICA,SI,Aproximación publicada.,DIRECTA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
pobreza-y-exclusion-social-c01,pobreza-y-exclusion-social,"Riesgo de pobreza o exclusión social: 28,8 %.",28.8,porcentaje,EU-SILC / indicador social,con discapacidad,Unión Europea,2024,NO_ESPECIFICADO_SEPARADAMENTE,2026-05-19,EU-SILC,Eurostat,SI,https://ec.europa.eu/eurostat/statistics-explained/SEPDF/cache/34425.pdf,NO_APLICA,SI,Población general 16+ salvo intensidad laboral muy baja (<65); instituciones colectivas generalmente excluidas.,DIRECTA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
pobreza-y-exclusion-social-c02,pobreza-y-exclusion-social,"Riesgo de pobreza o exclusión social: 17,9 %.",17.9,porcentaje,EU-SILC / indicador social,sin discapacidad,Unión Europea,2024,NO_ESPECIFICADO_SEPARADAMENTE,2026-05-19,EU-SILC,Eurostat,SI,https://ec.europa.eu/eurostat/statistics-explained/SEPDF/cache/34425.pdf,NO_APLICA,SI,Población general 16+ salvo intensidad laboral muy baja (<65); instituciones colectivas generalmente excluidas.,DIRECTA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
pobreza-y-exclusion-social-c03,pobreza-y-exclusion-social,"Riesgo de pobreza: 20,7 %.",20.7,porcentaje,EU-SILC / indicador social,con discapacidad,Unión Europea,2024,NO_ESPECIFICADO_SEPARADAMENTE,2026-05-19,EU-SILC,Eurostat,SI,https://ec.europa.eu/eurostat/statistics-explained/SEPDF/cache/34425.pdf,NO_APLICA,SI,Población general 16+ salvo intensidad laboral muy baja (<65); instituciones colectivas generalmente excluidas.,DIRECTA,ATOMICO,NO,NO_APLICA,,,,NO_APLICA,NO_APLICA,VERIFICADO,NO_APLICA,2026-09-21
