id,nombre,organismo,jurisdiccion,nivel_jurisdiccion,categoria,url_oficial,tipo_recurso,fecha_consulta,situacion_actual,fecha_apertura,fecha_cierre,recurrente,proxima_convocatoria_conocida,proxima_revision,fuente_primaria,url_anterior,resultado_url,nueva_url_oficial,observaciones
nav-protesis,"Ayudas para gafas, audífonos y ortodoncia",Gobierno de Navarra,Navarra,comunidad autónoma,Salud,https://www.navarra.es/es/tramites/on/-/line/ayudas-a-familias-numerosas-y-familias-monoparentales-para-gastos-extraordinarios-de-protesis-auditivas-prescripciones-opticas-y-ortodoncia,POR CLASIFICAR,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://www.navarra.es/es/tramites/on/-/line/ayudas-a-familias-numerosas-y-familias-monoparentales-para-gastos-extraordinarios-de-protesis-auditivas-prescripciones-opticas-y-ortodoncia,POR VERIFICAR,,"Base original: Ayuda para familias numerosas y monoparentales destinada a determinados gastos extraordinarios de prótesis auditivas, prescripciones ópticas y ortodoncia. | Quién: Familias con título correspondiente que cumplan residencia y requisitos económicos/administrativos. | Documentos: Solicitud, título familiar, facturas o presupuestos y documentación exigida. | Nota: No debe duplicar importes ya financiados por otra ayuda para el mismo gasto. | Cuantía: Según gasto y convocatoria"
nav-concilia-mono-2026,Ayuda 2026 de conciliación para familias monoparentales,Gobierno de Navarra,Navarra,comunidad autónoma,Conciliación y cuidados,https://www.navarra.es/es/tramites/on/-/line/ayudas-a-familias-monoparentales-para-favorecer-la-conciliacion,POR CLASIFICAR,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://www.navarra.es/es/tramites/on/-/line/ayudas-a-familias-monoparentales-para-favorecer-la-conciliacion,POR VERIFICAR,,"Base original: Ayuda económica de pago único para familias monoparentales acreditadas que cumplen los requisitos de residencia, renta y actividad previstos en 2026. | Quién: Personas o familias residentes en Navarra que cumplan los requisitos del procedimiento oficial. | Documentos: Solicitud, identificación y documentación de residencia, unidad familiar, ingresos o situación específica que exija el trámite. | Nota: Consultar la ficha oficial si se perciben otras ayudas para la misma finalidad. | Cuantía: 800 € en pago único en la convocatoria 2026"
nav-universidad,Becas y ayudas universitarias de Navarra,Gobierno de Navarra,Navarra,universidad/organismo,Universidad,https://www.navarra.es/es/web/becasuniversidad/tipos-de-ayudas,beca,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://www.navarra.es/es/web/becasuniversidad/tipos-de-ayudas,POR VERIFICAR,,"Base original: Información sobre los distintos tipos de ayuda autonómica para estudios universitarios y superiores, de acuerdo con cada convocatoria. | Quién: Personas o familias residentes en Navarra que cumplan los requisitos del procedimiento oficial. | Documentos: Solicitud, identificación y documentación de residencia, unidad familiar, ingresos o situación específica que exija el trámite. | Nota: Consultar la ficha oficial si se perciben otras ayudas para la misma finalidad. | Cuantía: Según requisitos, renta y convocatoria vigente"
gipuzkoa-valoracion-discapacidad,Gipuzkoa: valoración y reconocimiento de discapacidad,Diputación Foral de Gipuzkoa,País Vasco / Euskadi,comunidad autónoma,Discapacidad y dependencia,https://egoitza.gipuzkoa.eus/WAS/CORP/LIAIzapideakWEB/api/v1/tramitePDF/es/841,prestación,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://egoitza.gipuzkoa.eus/WAS/CORP/LIAIzapideakWEB/api/v1/tramitePDF/es/841,POR VERIFICAR,,"Base original: La Diputación Foral valora el grado de discapacidad y los baremos asociados. El reconocimiento permite acceder, si se cumplen los demás requisitos, a servicios, prestaciones y beneficios específicos. | Quién: Personas residentes que soliciten valoración inicial o revisión conforme al procedimiento vigente. | Documentos: Solicitud, identificación y documentación médica, psicológica y social relevante para la valoración. | Nota: El reconocimiento de discapacidad es compatible con solicitar dependencia; son procedimientos diferentes. | Cuantía: Trámite público"
bizkaia-dependencia-valoracion,Bizkaia: valoración de la dependencia,Diputación Foral de Bizkaia,País Vasco / Euskadi,comunidad autónoma,Discapacidad y dependencia,https://www.bizkaia.eus/es/valoracion-de-dependencia,prestación,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://www.bizkaia.eus/es/valoracion-de-dependencia,POR VERIFICAR,,"Base original: La Diputación Foral de Bizkaia valora la necesidad de apoyos, reconoce el grado de dependencia y orienta el Programa Individual de Atención con los servicios y prestaciones que correspondan. | Quién: Personas que se encuentren en situación de dependencia y cumplan los requisitos de empadronamiento, residencia y demás condiciones aplicables en Bizkaia. | Documentos: Solicitud y documentación indicada por la Diputación Foral; el procedimiento puede iniciarse a través del Servicio Social de Base y dispone también de vías forales para determinados trámites. | Nota: El PIA concreta los apoyos compatibles y adecuados según el grado y las circunstancias de la persona. | Cuantía: Reconocimiento de grado y Programa Individual de Atención (PIA)"
gipuzkoa-dependencia-valoracion,Gipuzkoa: valoración de la dependencia (BVD),Diputación Foral de Gipuzkoa,País Vasco / Euskadi,comunidad autónoma,Discapacidad y dependencia,https://egoitza.gipuzkoa.eus/es/listado-tramites/-/tramiteak/xehetasuna/843,prestación,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://egoitza.gipuzkoa.eus/es/listado-tramites/-/tramiteak/xehetasuna/843,POR VERIFICAR,,"Base original: Procedimiento foral para valorar el grado de dependencia de personas mayores de tres años y permitir, cuando corresponda, el acceso a los servicios y prestaciones de la cartera. | Quién: Personas mayores de tres años en situación de dependencia permanente que cumplan los requisitos de empadronamiento y residencia aplicables en Gipuzkoa. | Documentos: Solicitud, documento de identidad, informe de salud y demás documentación indicada. La solicitud se inicia desde los Servicios Sociales de referencia. | Nota: El resultado puede dar acceso a distintos servicios y prestaciones según el grado y sus requisitos específicos. | Cuantía: Reconocimiento del grado de dependencia"
alava-dependencia-valoracion,Álava: valoración y reconocimiento de la dependencia,Diputación Foral de Álava · IFBS,País Vasco / Euskadi,comunidad autónoma,Discapacidad y dependencia,https://web.araba.eus/es/servicios-sociales/personas-mayores,prestación,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://web.araba.eus/es/servicios-sociales/personas-mayores,POR VERIFICAR,,"Base original: El Instituto Foral de Bienestar Social realiza la valoración del grado de dependencia, primer paso para acceder a los servicios y prestaciones que correspondan en el Territorio Histórico de Álava. | Quién: Personas cuya situación permanente implique necesidad de ayuda para actividades básicas y que cumplan los requisitos de residencia y demás condiciones aplicables. | Documentos: Solicitud, documentación identificativa, informe de salud y documentación complementaria requerida por el Instituto Foral de Bienestar Social. | Nota: El grado reconocido y la valoración orientan el acceso posterior a prestaciones económicas, servicios y apoyos forales. | Cuantía: Reconocimiento de grado y acceso a prestaciones y servicios"
pv-becas,Becas no universitarias 2026-2027,Gobierno Vasco,País Vasco / Euskadi,comunidad autónoma,Educación y comedor,https://www.euskadi.eus/bopv2/datos/2026/07/2603322a.shtml,beca,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://www.euskadi.eus/bopv2/datos/2026/07/2603322a.shtml,POR VERIFICAR,,"Base original: Ayudas para comedor, material, transporte, residencia y necesidades específicas de apoyo educativo. | Quién: Alumnado que cumpla requisitos académicos, económicos o específicos de cada componente. | Documentos: Solicitud y datos académicos, familiares y económicos. | Nota: La convocatoria establece deducciones y reglas específicas para discapacidad y familia numerosa. | Cuantía: Según componente y convocatoria"
pv-hijos,Ayudas mensuales a la crianza,Gobierno Vasco,País Vasco / Euskadi,comunidad autónoma,Familia,https://www.euskadi.eus/web01-a1famil/es/,POR CLASIFICAR,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://www.euskadi.eus/web01-a1famil/es/,POR VERIFICAR,,"Base original: Ayudas autonómicas a la crianza ampliadas en 2026, con medidas específicas para familias numerosas y monoparentales. | Quién: Familias que cumplan residencia y requisitos de la normativa vasca. | Documentos: Solicitud y acreditación de filiación, residencia y situación familiar. | Nota: Comprobar otras ayudas familiares y fiscales; la compatibilidad depende de cada prestación. | Cuantía: Hasta 200 €/mes por hijo hasta los 4 años en los supuestos previstos; líneas de 100 €/mes de 4 a 7 años para determinados colectivos"
eus-monoparental,Reconocimiento de la condición de familia monoparental,Gobierno Vasco,País Vasco / Euskadi,comunidad autónoma,Familia,https://www.euskadi.eus/registro/reconocimiento-de-la-condicion-de-familia-monoparental/web01-tramite/es/,POR CLASIFICAR,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://www.euskadi.eus/registro/reconocimiento-de-la-condicion-de-familia-monoparental/web01-tramite/es/,POR VERIFICAR,,"Base original: Procedimiento autonómico de reconocimiento de la condición de familia monoparental conforme a la regulación vigente. | Quién: Personas o familias residentes en País Vasco / Euskadi que cumplan los requisitos del procedimiento oficial. | Documentos: Solicitud, identificación y documentación de residencia, unidad familiar, ingresos o situación específica que exija el trámite. | Nota: Consultar la ficha oficial si se perciben otras ayudas para la misma finalidad. | Cuantía: Acreditación y acceso a beneficios según programa"
eus-familia-numerosa,Familia numerosa en Euskadi,Gobierno Vasco,País Vasco / Euskadi,comunidad autónoma,Familia,https://www.euskadi.eus/gobierno-vasco/-/familia-numerosa/,POR CLASIFICAR,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://www.euskadi.eus/gobierno-vasco/-/familia-numerosa/,POR VERIFICAR,,"Base original: Información sobre reconocimiento y beneficios de familia numerosa; la expedición del título se gestiona por las diputaciones forales competentes. | Quién: Personas o familias residentes en País Vasco / Euskadi que cumplan los requisitos del procedimiento oficial. | Documentos: Solicitud, identificación y documentación de residencia, unidad familiar, ingresos o situación específica que exija el trámite. | Nota: Consultar la ficha oficial si se perciben otras ayudas para la misma finalidad. | Cuantía: Título y beneficios; gestión foral"
bizkaia-irpf-discapacidad,Bizkaia: deducción de IRPF por discapacidad,Diputación Foral de Bizkaia · Hacienda,País Vasco / Euskadi,comunidad autónoma,Fiscalidad,https://www.bizkaia.eus/es/renta-bizkaia/deducciones,deducción,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://www.bizkaia.eus/es/renta-bizkaia/deducciones,POR VERIFICAR,,"Base original: Deducción foral en la declaración de la renta por discapacidad. Bizkaia aplica importes propios, distintos de las reglas del territorio común. | Quién: Persona contribuyente que cumpla el grado de discapacidad o situación equivalente prevista por la normativa foral; también pueden existir deducciones vinculadas a familiares en determinados supuestos. | Documentos: Resolución o certificado de discapacidad/dependencia y documentación tributaria que solicite Hacienda Foral. | Nota: Puede coexistir con otras deducciones familiares cuando se cumplan sus requisitos. Hay que revisar las reglas de cada deducción para evitar aplicar dos veces el mismo beneficio. | Cuantía: 888 € (≥33 %) · 1.233 € (≥65 %) · 1.897 € si existe necesidad de tercera persona"
gipuzkoa-irpf-discapacidad,Gipuzkoa: deducción de IRPF por discapacidad o dependencia,Diputación Foral de Gipuzkoa · Hacienda,País Vasco / Euskadi,comunidad autónoma,Fiscalidad,https://egoitza.gipuzkoa.eus/documents/2456431/80349127/Principales%2Baspectos%2BRENTA%2B2024.pdf/c130900f-2da3-1198-c0bd-509c144cdc34,deducción,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://egoitza.gipuzkoa.eus/documents/2456431/80349127/Principales%2Baspectos%2BRENTA%2B2024.pdf/c130900f-2da3-1198-c0bd-509c144cdc34,POR VERIFICAR,,"Base original: Gipuzkoa aplica una deducción foral propia por discapacidad o dependencia. La cuantía depende del grado acreditado y puede alcanzar importes superiores en dependencia severa o gran dependencia. | Quién: Contribuyente o determinadas personas familiares/convivientes que cumplan las condiciones personales, de grado y renta de la normativa foral. | Documentos: Acreditación del grado de discapacidad o dependencia y documentación tributaria correspondiente. | Nota: Puede coexistir con deducciones por descendientes y otras deducciones cuando se cumplan los requisitos específicos. | Cuantía: Desde 888 €; la cuantía aumenta según discapacidad o grado de dependencia"
eus-rgi,Renta de Garantía de Ingresos (RGI),Lanbide · Gobierno Vasco,País Vasco / Euskadi,comunidad autónoma,Ingresos y prestaciones,https://www.euskadi.eus/ayuda_subvencion/2016/renta-de-garantia-de-ingresos-rgi/web01-tramite/es/,prestación,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://www.euskadi.eus/ayuda_subvencion/2016/renta-de-garantia-de-ingresos-rgi/web01-tramite/es/,POR VERIFICAR,,"Base original: Prestación económica mensual gestionada por Lanbide para personas y familias que no disponen de recursos suficientes para cubrir sus necesidades básicas. | Quién: Personas o unidades de convivencia que cumplan los requisitos de la RGI relativos a residencia, unidad de convivencia, recursos y demás condiciones legales. | Documentos: Solicitud y documentación obligatoria indicada por Lanbide sobre identidad, residencia, unidad de convivencia, ingresos, patrimonio y circunstancias que afecten al derecho. | Nota: La cuantía se determina teniendo en cuenta los ingresos de la unidad de convivencia y las reglas de compatibilidad y estímulos al empleo previstas en la normativa. | Cuantía: Prestación mensual; cuantía según unidad de convivencia e ingresos"
bizkaia-irpf-alquiler-colectivos,Bizkaia: deducción reforzada por alquiler de vivienda habitual,Diputación Foral de Bizkaia · Hacienda,País Vasco / Euskadi,comunidad autónoma,Vivienda,https://www.bizkaia.eus/ogasuna/faq/faq_detalle.asp?IdEtiquetaBuscar=105&Idioma=CA&Tem_Codigo=4935&idregistro=900001891&pant=listado,deducción,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://www.bizkaia.eus/ogasuna/faq/faq_detalle.asp?IdEtiquetaBuscar=105&Idioma=CA&Tem_Codigo=4935&idregistro=900001891&pant=listado,POR VERIFICAR,,"Base original: Tipo reforzado de deducción por alquiler de vivienda habitual para colectivos protegidos, entre ellos familias numerosas, monoparentales y personas con discapacidad o dependencia en los supuestos establecidos. | Quién: Personas contribuyentes que paguen el alquiler de su vivienda habitual y pertenezcan a alguno de los colectivos protegidos contemplados en la normativa foral. | Documentos: Contrato de alquiler, justificantes de pago y acreditación de familia numerosa, monoparentalidad, discapacidad/dependencia u otra circunstancia aplicable. | Nota: De las cantidades pagadas deben descontarse determinadas subvenciones de alquiler exentas. El beneficio fiscal no sustituye las ayudas directas al alquiler. | Cuantía: 35 % del alquiler · máximo 2.800 € anuales"
alava-irpf-alquiler-colectivos,Álava: deducción reforzada por alquiler de vivienda habitual,Diputación Foral de Álava · Hacienda,País Vasco / Euskadi,comunidad autónoma,Vivienda,https://web.araba.eus/es/-/hacienda/renta/deduccion-por-alquiler-de-vivienda-habitual,deducción,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://web.araba.eus/es/-/hacienda/renta/deduccion-por-alquiler-de-vivienda-habitual,POR VERIFICAR,,"Base original: Álava aplica una deducción reforzada por alquiler a familia numerosa, unidades monoparentales, menores de 36 años, discapacidad ≥65 %, dependencia y otros colectivos protegidos. | Quién: Contribuyentes que paguen el alquiler de su vivienda habitual y cumplan alguno de los supuestos protegidos. Para contratos suscritos o prorrogados desde 2026 se aplica además el límite de base liquidable previsto. | Documentos: Contrato, justificantes de pago y acreditación de la circunstancia protegida. | Nota: Las subvenciones de alquiler exentas se restan de las cantidades satisfechas a efectos de la deducción. La parte no aplicada por insuficiencia de cuota puede tener el tratamiento previsto en la normativa foral. | Cuantía: 35 % del alquiler · máximo 2.800 € anuales"
alava-irpf-compra-vivienda-colectivos,Álava: deducción reforzada por compra de vivienda habitual,Diputación Foral de Álava · Hacienda,País Vasco / Euskadi,comunidad autónoma,Vivienda,https://web.araba.eus/es/-/hacienda/renta/deduccion-por-adquisicion-de-vivienda-habitual,deducción,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://web.araba.eus/es/-/hacienda/renta/deduccion-por-adquisicion-de-vivienda-habitual,POR VERIFICAR,,"Base original: Tipo reforzado de deducción foral por adquisición de vivienda habitual para familia numerosa, monoparental, discapacidad ≥65 %, dependencia y otros colectivos previstos. | Quién: Personas contribuyentes que adquieran o financien su vivienda habitual y cumplan los requisitos de la normativa foral. | Documentos: Escritura, financiación y justificantes, más acreditación de la condición protegida. | Nota: La aplicación está sometida al crédito fiscal y límites acumulados de vivienda previstos por la normativa foral. | Cuantía: 23 % · límite anual 1.955 € en colectivos protegidos; hasta 25 % y 2.346 € en determinados municipios pequeños"
eus-gaztelagun,Gaztelagun · ayuda al alquiler para jóvenes,Gobierno Vasco,País Vasco / Euskadi,comunidad autónoma,Vivienda,https://www.euskadi.eus/bopv2/datos/2026/06/2602608a.shtml,programa,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://www.euskadi.eus/bopv2/datos/2026/06/2602608a.shtml,POR VERIFICAR,,"Base original: Programa de ayuda al pago del alquiler para jóvenes que cumplen los requisitos de edad, ingresos, renta de alquiler y residencia. | Quién: Personas o familias residentes en País Vasco / Euskadi que cumplan los requisitos del procedimiento oficial. | Documentos: Solicitud, identificación y documentación de residencia, unidad familiar, ingresos o situación específica que exija el trámite. | Nota: Consultar la ficha oficial si se perciben otras ayudas para la misma finalidad. | Cuantía: Ayuda al alquiler según requisitos y normativa del programa"
eus-emantzipa,Programa Emantzipa para emancipación juvenil,Gobierno Vasco,País Vasco / Euskadi,comunidad autónoma,Vivienda,https://www.gazteaukera.euskadi.eus/emantzipa-requisitos/webgaz00-gbizhi6/es/,programa,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://www.gazteaukera.euskadi.eus/emantzipa-requisitos/webgaz00-gbizhi6/es/,POR VERIFICAR,,"Base original: Ayuda económica para apoyar procesos de emancipación de jóvenes que cumplen los requisitos de edad, renta, residencia y vivienda. | Quién: Personas o familias residentes en País Vasco / Euskadi que cumplan los requisitos del procedimiento oficial. | Documentos: Solicitud, identificación y documentación de residencia, unidad familiar, ingresos o situación específica que exija el trámite. | Nota: Consultar la ficha oficial si se perciben otras ayudas para la misma finalidad. | Cuantía: Según requisitos, renta y convocatoria vigente"
pv-conciliacion,Ayudas de conciliación 2026,Gobierno Vasco,País Vasco / Euskadi,comunidad autónoma,Conciliación y cuidados,https://www.euskadi.eus/web01-a1famil/es/,POR CLASIFICAR,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://www.euskadi.eus/web01-a1famil/es/,POR VERIFICAR,,"Base original: Ayudas para reducción de jornada o excedencia por cuidado de hijos, familiares dependientes o enfermedad grave, y para contratación de cuidado de menores. | Quién: Personas trabajadoras y familias que cumplan la modalidad solicitada. | Documentos: Documentación laboral, familiar y de la reducción/excedencia o contratación. | Nota: Depende de la línea concreta y del periodo subvencionado. | Cuantía: Según modalidad"
bizkaia-irpf-cuidados,Bizkaia: deducción por contratar cuidado de menores o personas dependientes,Diputación Foral de Bizkaia · Hacienda,País Vasco / Euskadi,comunidad autónoma,Conciliación y cuidados,https://www.bizkaia.eus/es/renta-bizkaia/deducciones,deducción,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://www.bizkaia.eus/es/renta-bizkaia/deducciones,POR VERIFICAR,,"Base original: Deducción foral por contratación indefinida de personas empleadas de hogar para el cuidado de menores de 12 años o de personas dependientes, dentro de los requisitos tributarios aplicables. | Quién: Contribuyentes que realicen una contratación que cumpla las condiciones de la deducción foral. | Documentos: Contrato, alta y cotizaciones correspondientes, y acreditación de la situación del menor o de dependencia cuando proceda. | Nota: Debe comprobarse junto con otras deducciones de conciliación y ayudas a la contratación; cada una conserva sus propios requisitos. | Cuantía: 250 € a 500 €"
eus-universidad-2627,Becas universitarias 2026-2027,Gobierno Vasco,País Vasco / Euskadi,universidad/organismo,Universidad,https://www.euskadi.eus/becas-universitarias/,beca,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://www.euskadi.eus/becas-universitarias/,POR VERIFICAR,,"Base original: Convocatoria de becas para estudios universitarios y otros estudios superiores durante el curso 2026-2027. | Quién: Personas o familias residentes en País Vasco / Euskadi que cumplan los requisitos del procedimiento oficial. | Documentos: Solicitud, identificación y documentación de residencia, unidad familiar, ingresos o situación específica que exija el trámite. | Nota: Consultar la ficha oficial si se perciben otras ayudas para la misma finalidad. | Cuantía: Según renta, situación académica y componentes de la beca"
rio-dependencia,Prestaciones económicas por situación de dependencia,Gobierno de La Rioja,La Rioja,comunidad autónoma,Discapacidad y dependencia,https://www.larioja.org/servicios-sociales/es/prestaciones-economicas/prestaciones-economicas-situacion-dependencia,prestación,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://www.larioja.org/servicios-sociales/es/prestaciones-economicas/prestaciones-economicas-situacion-dependencia,POR VERIFICAR,,"Base original: Información sobre las prestaciones económicas de dependencia que pueden reconocerse según el PIA y la capacidad económica. | Quién: Personas o familias residentes en La Rioja que cumplan los requisitos del procedimiento oficial. | Documentos: Solicitud, identificación y documentación de residencia, unidad familiar, ingresos o situación específica que exija el trámite. | Nota: Consultar la ficha oficial si se perciben otras ayudas para la misma finalidad. | Cuantía: Según grado, PIA y capacidad económica"
rio-comedor,Ayudas de comedor 2026-2027,Gobierno de La Rioja,La Rioja,comunidad autónoma,Educación y comedor,https://web.larioja.org/oficina-electronica/tramite?n=10947,POR CLASIFICAR,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://web.larioja.org/oficina-electronica/tramite?n=10947,POR VERIFICAR,,"Base original: Ayuda para alumnado no transportado de segundo ciclo de Infantil y Primaria en centros sostenidos con fondos públicos. | Quién: Según renta y demás requisitos de convocatoria. | Documentos: Solicitud y documentación económica/familiar. | Nota: Incompatible con otra ayuda o subvención de finalidad similar para el mismo comedor. | Cuantía: Hasta 985 €, 380 € o 190 € según renta per cápita"
rio-libros,Ayudas para libros de texto 2026-2027,Gobierno de La Rioja,La Rioja,comunidad autónoma,Libros y material,https://web.larioja.org/oficina-electronica/tramite?n=20987,programa,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://web.larioja.org/oficina-electronica/tramite?n=20987,POR VERIFICAR,,"Base original: Ayudas económicas complementarias al programa de gratuidad para determinados cursos y situaciones. | Quién: Alumnado que cumpla nivel, renta y condiciones de convocatoria. | Documentos: Solicitud y datos económicos/familiares. | Nota: Debe coordinarse con el programa de préstamo/gratuidad de libros. | Cuantía: Primaria hasta 175 € · ESO hasta 250 € · FP Básica hasta 120 €, según renta"
rio-temprana,Atención Temprana 0-6 · UDIAT,Gobierno de La Rioja,La Rioja,comunidad autónoma,Terapias y atención temprana,https://www.larioja.org/servicios-sociales/es/haz-gestiones/personas-discapacidad/atencion-temprana,servicio,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://www.larioja.org/servicios-sociales/es/haz-gestiones/personas-discapacidad/atencion-temprana,POR VERIFICAR,,"Base original: Valoración e intervención en desarrollo motor, cognitivo, lenguaje, comunicación, autonomía y necesidades familiares. | Quién: Menores de 0 a 6 años con trastornos del desarrollo o riesgo. | Documentos: Solicitud/derivación e informes para valoración por la UDIAT. | Nota: Revisar ayudas que cubran el mismo tratamiento privado. | Cuantía: Servicio público"
rio-monoparental,Título de familia monoparental de La Rioja,Gobierno de La Rioja,La Rioja,comunidad autónoma,Familia,https://web.larioja.org/oficina-electronica/tramite?n=25422,POR CLASIFICAR,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://web.larioja.org/oficina-electronica/tramite?n=25422,POR VERIFICAR,,"Base original: Reconocimiento y acreditación oficial de la condición de familia monoparental en La Rioja. | Quién: Personas o familias residentes en La Rioja que cumplan los requisitos del procedimiento oficial. | Documentos: Solicitud, identificación y documentación de residencia, unidad familiar, ingresos o situación específica que exija el trámite. | Nota: Consultar la ficha oficial si se perciben otras ayudas para la misma finalidad. | Cuantía: Título acreditativo y acceso a beneficios"
rio-familia-numerosa,Título de familia numerosa de La Rioja,Gobierno de La Rioja,La Rioja,comunidad autónoma,Familia,https://web.larioja.org/oficina-electronica/tramite?n=00438,POR CLASIFICAR,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://web.larioja.org/oficina-electronica/tramite?n=00438,POR VERIFICAR,,"Base original: Trámite para solicitar, renovar o actualizar el título oficial de familia numerosa. | Quién: Personas o familias residentes en La Rioja que cumplan los requisitos del procedimiento oficial. | Documentos: Solicitud, identificación y documentación de residencia, unidad familiar, ingresos o situación específica que exija el trámite. | Nota: Consultar la ficha oficial si se perciben otras ayudas para la misma finalidad. | Cuantía: Título acreditativo y acceso a bonificaciones"
rio-alquiler,Ayudas autonómicas de vivienda y alquiler,Gobierno de La Rioja,La Rioja,comunidad autónoma,Vivienda,https://www.larioja.org/vivienda/es/ayudas,programa,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://www.larioja.org/vivienda/es/ayudas,POR VERIFICAR,,"Base original: Portal oficial de programas de ayuda a vivienda, alquiler, rehabilitación y acceso residencial en La Rioja. | Quién: Personas o familias residentes en La Rioja que cumplan los requisitos del procedimiento oficial. | Documentos: Solicitud, identificación y documentación de residencia, unidad familiar, ingresos o situación específica que exija el trámite. | Nota: Consultar la ficha oficial si se perciben otras ayudas para la misma finalidad. | Cuantía: Según requisitos, renta y convocatoria vigente"
rio-bono-joven,Ayuda joven al alquiler,Gobierno de La Rioja,La Rioja,comunidad autónoma,Vivienda,https://web.larioja.org/oficina-electronica/tramite?n=25236,convocatoria,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://web.larioja.org/oficina-electronica/tramite?n=25236,POR VERIFICAR,,"Base original: Ayuda dirigida a jóvenes arrendatarios que cumplen los requisitos de edad, renta, vivienda y contrato establecidos en la convocatoria. | Quién: Personas o familias residentes en La Rioja que cumplan los requisitos del procedimiento oficial. | Documentos: Solicitud, identificación y documentación de residencia, unidad familiar, ingresos o situación específica que exija el trámite. | Nota: Consultar la ficha oficial si se perciben otras ayudas para la misma finalidad. | Cuantía: Según requisitos, renta y convocatoria vigente"
rio-transporte-descuentos,Carnés y descuentos de transporte por situación personal o familiar,Gobierno de La Rioja,La Rioja,comunidad autónoma,Transporte,https://www.larioja.org/transportes/es/carnes-transporte,bonificación,2026-09-20,POR VERIFICAR,,,POR VERIFICAR,,2026-09-27,POR VERIFICAR,https://www.larioja.org/transportes/es/carnes-transporte,POR VERIFICAR,,"Base original: Información sobre carnés y bonificaciones de transporte para determinados colectivos, entre ellos personas con discapacidad, estudiantes y familias numerosas. | Quién: Personas o familias residentes en La Rioja que cumplan los requisitos del procedimiento oficial. | Documentos: Solicitud, identificación y documentación de residencia, unidad familiar, ingresos o situación específica que exija el trámite. | Nota: Consultar la ficha oficial si se perciben otras ayudas para la misma finalidad. | Cuantía: Descuento según carné o condición"
